NO,Boiling Point,Molecule Weight,Melting Point,Flash Point,Vapor pressure,Water solubility,Log Kow,Log Kaw,Half-life from model River,Carbon chain length,Exposure type,Exposure duration,Media type,Chemical concentration ,Environmental temperature,Compartment classs,Modeled logD,Measured logBCF
203,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,0.1667,Salt water,0.02,20,3.6,3.37,1.18
204,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,0.1667,Salt water,2,20,3.6,3.37,1.2
205,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,0.1667,Salt water,0.02,20,7.005,3.37,1.24
206,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,0.1667,Salt water,2,20,7.005,3.37,1.34
207,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,3,Fresh water,0.000027,12,2.953,3.82,2.16
208,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,3,Fresh water,0.000031,12,2.953,3.82,2.38
209,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,3,Fresh water,0.000029,12,2.953,3.82,2.57
210,295.8,227.09,50.21,145.7,4.00E-04,1.31E+03,1.62,-5.394,372.5,3,Flow-through,8,Fresh water,0.42,18,4.333,2.41,0.9
211,295.8,227.09,50.21,145.7,4.00E-04,1.31E+03,1.62,-5.394,372.5,3,Flow-through,8,Fresh water,0.42,18,4.333,2.41,0.9
212,295.8,227.09,50.21,145.7,4.00E-04,1.31E+03,1.62,-5.394,372.5,3,Flow-through,8,Fresh water,0.42,18,4.333,2.41,1.18
213,295.8,227.09,50.21,145.7,4.00E-04,1.31E+03,1.62,-5.394,372.5,3,Flow-through,8,Fresh water,0.42,18,4.333,2.41,0.9
214,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Food,11,Salt water,20,15,4.333,6.39,-0.7
215,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Static,11,Salt water,100,15,4.333,6.39,-0.4
216,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Static,11,Salt water,60,15,4.333,6.39,0
217,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Food,11,Salt water,20,15,4.333,6.39,0.23
218,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Static,11,Salt water,1,15,4.333,6.39,0.3
219,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Static,11,Salt water,60,15,4.333,6.39,0.48
220,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Static,11,Salt water,100,15,4.333,6.39,0.67
221,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Static,11,Salt water,1,15,4.333,6.39,1.34
222,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Flow-through,11,Salt water,0.00058,15,4.333,6.39,3.78
223,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Flow-through,11,Salt water,0.00058,15,4.333,6.39,4.7
224,416.2,354.5,123.21,203.9,7.47E-06,7.31E-03,6.91,-3.468,5.601,14,Flow-through,5,Fresh water,0.000249,21,2.953,6.22,4.36
225,416.2,354.5,123.21,203.9,7.47E-06,7.31E-03,6.91,-3.468,5.601,14,Flow-through,28,Fresh water,0.000249,21,2.953,6.22,4.38
226,416.2,354.5,123.21,203.9,7.47E-06,7.31E-03,6.91,-3.468,5.601,14,Flow-through,28,Fresh water,0.000028,21,2.953,6.22,4.4
227,416.2,354.5,123.21,203.9,7.47E-06,7.31E-03,6.91,-3.468,5.601,14,Flow-through,5,Fresh water,0.000028,21,2.953,6.22,4.4
228,534,279.3,195.12,240.3,7.93E-10,1.60E-02,5.73,-7.582,2.15E+04,21,Static,4,Fresh water,0.0088,22,2.953,5.82,2
229,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,5,Fresh water,0.00201,22,2.953,3.82,2.56
230,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,5,Fresh water,0.0056,22,2.953,3.82,2.75
231,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,5,Fresh water,0.00288,22,2.953,3.82,2.86
232,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,5,Fresh water,0.00288,22,2.953,3.82,4.11
233,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,5,Fresh water,0.0056,22,2.953,3.82,4.13
234,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,5,Fresh water,0.00201,22,2.953,3.82,4.19
235,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,5,Fresh water,0.00201,22,2.953,3.82,2.47
236,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,5,Fresh water,0.00201,22,2.953,3.82,4.16
237,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Salt water,0.0313,23.75,2.953,3.82,2.22
238,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Salt water,0.0184,23.75,2.953,3.82,2.3
239,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Salt water,0.023,23.75,2.953,3.82,2.46
240,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Salt water,0.0861,26,2.953,3.82,2.53
241,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Salt water,0.0503,26,2.953,3.82,2.62
242,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Salt water,0.0419,26,2.953,3.82,2.68
243,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Salt water,0.1087,26,2.953,3.82,2.86
244,495,252.3,133.41,228.6,2.44E-06,1.74E-01,5.99,-1.833,0.175,20,Static,33,Fresh water,0.00001,26.7,2.953,6.32,1.48
245,495,252.3,133.41,228.6,2.44E-06,1.74E-01,5.99,-1.833,0.175,20,Static,3,Fresh water,0.002,26.7,2.953,6.32,2.97
246,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,9.1667,Fresh water,0.0097,21.8,2.953,3.82,2.95
247,416.4,390.6,90.23,222.3,1.45E-06,4.24E-04,8.1,-3.979,18.84,24,Static,72,Fresh water,0.00345,26,2.953,8.53,0.06
248,416.4,390.6,90.23,222.3,1.45E-06,4.24E-04,8.1,-3.979,18.84,24,Static,33,Fresh water,0.000064,26,2.953,8.53,3.97
249,416.2,354.5,123.21,203.9,7.47E-06,7.31E-03,6.91,-3.468,5.601,14,Flow-through,15,Fresh water,0.42,23,2.953,6.22,5
250,416.2,354.5,123.21,203.9,7.47E-06,7.31E-03,6.91,-3.468,5.601,14,Flow-through,5,Fresh water,0.000106,10,2.953,6.22,4.97
251,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Flow-through,5,Fresh water,0.000081,10,2.953,6.71,4.84
252,292.57,166.22,63.69,133.1,3.30E-04,1.34E+00,4.18,-2.405,0.382,13,Flow-through,30,Fresh water,0.353,25,2.953,4.06,2.3
253,292.57,166.22,63.69,133.1,3.30E-04,1.34E+00,4.18,-2.405,0.382,13,Flow-through,30,Fresh water,0.175,25,2.953,4.06,2.3
254,292.57,166.22,63.69,133.1,3.30E-04,1.34E+00,4.18,-2.405,0.382,13,Flow-through,30,Fresh water,0.086,25,2.953,4.06,2.85
255,292.57,166.22,63.69,133.1,3.30E-04,1.34E+00,4.18,-2.405,0.382,13,Flow-through,30,Fresh water,0.047,25,2.953,4.06,3.26
256,292.57,166.22,63.69,133.1,3.30E-04,1.34E+00,4.18,-2.405,0.382,13,Flow-through,30,Fresh water,0.02,25,2.953,4.06,3.26
257,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Static,3,Fresh water,3,25,2.953,6.39,2.21
258,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Static,3,Fresh water,3,25,2.953,6.39,2.24
259,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Static,3,Fresh water,3,25,2.953,6.39,2.43
260,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Static,3,Fresh water,3,25,2.953,6.39,3.27
261,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Static,4,Fresh water,0.4,25,2.953,6.39,2.3
262,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.0285,12.2,2.23,3.82,0.7
263,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.0285,12.2,3.6,3.82,0.7
264,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.0285,12.2,4.333,3.82,0.7
265,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.142,12.2,4.333,3.82,0.7
266,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.037,12.2,4.333,3.82,0.7
267,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.0075,12.2,4.333,3.82,1.3
268,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.0075,12.2,3.6,3.82,1.3
269,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.072,12.2,4.333,3.82,1.3
270,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.00113,12.2,4.333,3.82,1.48
271,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.037,12.2,3.6,3.82,1.4
272,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.0075,12.2,2.23,3.82,1.6
273,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.142,12.2,2.23,3.82,1.88
274,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.00022,12.2,4.333,3.82,1.88
275,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.072,12.2,3.6,3.82,1.7
276,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.037,12.2,2.23,3.82,1.88
277,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.072,12.2,2.23,3.82,1.88
278,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.142,12.2,3.6,3.82,1.88
279,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.00113,12.2,3.6,3.82,2.18
280,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.00022,12.2,2.23,3.82,2.4
281,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.00113,12.2,2.23,3.82,2.3
282,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.00022,26.67,3.6,3.82,2.7
283,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,4,Fresh water,0.001,0,4.333,3.82,2.84
284,392.2,326.4,134.6,193.6,4.59E-06,1.36E-02,6.4,-3.44,302,12,Flow-through,3,Fresh water,0.515,21,2.953,6.39,3.6
285,392.2,326.4,134.6,193.6,4.59E-06,1.36E-02,6.4,-3.44,302,12,Flow-through,7,Fresh water,0.645,21,2.953,6.39,3.6
286,392.2,326.4,134.6,193.6,4.59E-06,1.36E-02,6.4,-3.44,302,12,Flow-through,30,Fresh water,0.72,21,2.953,6.39,3.79
287,392.2,326.4,134.6,193.6,4.59E-06,1.36E-02,6.4,-3.44,302,12,Flow-through,15,Fresh water,0.615,21,2.953,6.39,3.84
288,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,14,Fresh water,0.015,20,2.953,3.82,3.1
289,337.4,178.23,78.09,146.6,6.53E-06,6.91E-01,4.45,-2.643,0.643,14,Static,1,Fresh water,1,25,2.953,4.68,2.26
290,337.4,178.23,78.09,146.6,6.53E-06,6.91E-01,4.45,-2.643,0.643,14,Static,0.75,Fresh water,1,25,2.953,4.68,2.28
291,337.4,178.23,78.09,146.6,6.53E-06,6.91E-01,4.45,-2.643,0.643,14,Static,1,Fresh water,1,25,2.953,4.68,2.35
292,337.4,178.23,78.09,146.6,6.53E-06,6.91E-01,4.45,-2.643,0.643,14,Static,0.75,Fresh water,1,25,2.953,4.68,2.43
293,337.4,178.23,78.09,146.6,6.53E-06,6.91E-01,4.45,-2.643,0.643,14,Renewal,2,Fresh water,1,25,2.953,4.68,2.74
294,337.4,178.23,78.09,146.6,6.53E-06,6.91E-01,4.45,-2.643,0.643,14,Renewal,2,Fresh water,1,25,2.953,4.68,2.78
295,337.4,178.23,78.09,146.6,6.53E-06,6.91E-01,4.45,-2.643,0.643,14,Renewal,3,Fresh water,1,25,2.953,4.68,2.86
296,337.4,178.23,78.09,146.6,6.53E-06,6.91E-01,4.45,-2.643,0.643,14,Renewal,3,Fresh water,1,25,2.953,4.68,2.92
297,466,498.6,199.37,232.7,1.02E-10,6.32E-05,8.27,-0.415,0.10075,12,Food,16,Fresh water,0.001,22,0.626,8.3,5.48
298,303.5,223.09,81.47,133.7,1.38E-03,1.46E+00,5.1,-1.941,0.194,12,Food,16,Fresh water,0.2,22,0.626,5.07,5.72
299,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Food,16,Fresh water,0.005,22,0.626,6.71,6.78
300,344.9,292,122.32,161.9,8.45E-06,8.61E-02,6.09,-2.087,0.281,12,Food,16,Fresh water,0.031,22,0.626,5.94,6.38
301,495,252.3,133.41,228.6,2.44E-06,1.74E-01,5.99,-1.833,0.175,20,Flow-through,2,Fresh water,7.57E-07,23,2.953,6.32,3.42
302,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Flow-through,1,Fresh water,0.78185835,23,2.953,3.37,2.49
303,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Flow-through,1,Fresh water,0.070495425,23,2.953,3.37,2.51
304,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,2,Salt water,0.1,22,4.333,3.37,1.91
305,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,4,Salt water,0.1,22,4.333,3.37,1.91
306,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,4,Salt water,0.1,22,3.6,3.37,1.99
307,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,2,Salt water,0.1,22,3.6,3.37,2
308,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,4,Salt water,0.05,22,4.333,3.37,2.07
309,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,2,Salt water,0.1,22,2.23,3.37,2.1
310,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,2,Salt water,0.05,22,4.333,3.37,2.11
311,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,2,Salt water,0.05,22,3.6,3.37,2.14
312,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,4,Salt water,0.1,22,2.23,3.37,2.24
313,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,4,Salt water,0.05,22,3.6,3.37,2.26
314,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,2,Salt water,0.05,22,2.23,3.37,2.35
315,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,4,Salt water,0.05,22,2.23,3.37,2.41
316,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,4,Salt water,0.01,22,4.333,3.37,2.69
317,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,4,Salt water,0.01,22,3.6,3.37,2.72
318,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,2,Salt water,0.01,22,4.333,3.37,2.75
319,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,2,Salt water,0.01,22,3.6,3.37,2.78
320,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,2,Salt water,0.01,22,2.23,3.37,2.85
321,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Static,4,Salt water,0.01,22,2.23,3.37,3.02
322,337.4,178.23,78.09,146.6,6.53E-06,6.91E-01,4.45,-2.643,0.643,14,Renewal,3,Fresh water,0.05,12,2.953,4.68,2.89
323,337.4,178.23,78.09,146.6,6.53E-06,6.91E-01,4.45,-2.643,0.643,14,Renewal,3,Fresh water,0.05,12,2.953,4.68,3.95
324,337.4,178.23,78.09,146.6,6.53E-06,6.91E-01,4.45,-2.643,0.643,14,Renewal,3,Fresh water,0.05,12,2.953,4.68,3.96
325,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Lotic,29,Fresh water,0.000026,30,2.953,6.39,4.52
326,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Lotic,29,Fresh water,0.000014,30,2.953,6.39,5.2
327,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Lotic,62,Fresh water,0.000007,30,2.953,6.39,5.45
328,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Lotic,62,Fresh water,0.00001,30,2.953,6.39,5.55
329,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,14,Fresh water,0.015,12.5,2.953,3.82,3.1
330,354.5,257.5,100.85,245.7,4.00E-05,2.35E-01,5.81,-2.158,0.299,12,Lotic,14,Fresh water,0.00017,25,2.953,5.57,4.18
331,354.5,257.5,100.85,245.7,4.00E-05,2.35E-01,5.81,-2.158,0.299,12,Lotic,14,Fresh water,0.0001,25,2.953,5.57,4.41
332,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Flow-through,7,Fresh water,0.004,18,2.953,6.71,0.65
333,436.6,360.9,146.34,223.1,5.81E-07,2.50E-03,7.41,-2.553,0.367,12,Flow-through,90,Fresh water,0.0029,17,2.953,7.16,4.61
334,344.9,292,122.32,161.9,8.45E-06,8.61E-02,6.09,-2.087,0.281,12,Static,5,Fresh water,0.818,23,2.953,5.94,0.37
335,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Static,30,Salt water,0.001,25,2.953,6.71,5.04
336,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Static,30,Salt water,0.001,25,2.953,6.71,5.3
337,25.9,133.9,320,-32.5,2.63E-05,1.19E+01,-0.979,-1.419,0.17,1,Renewal,2,Fresh water,0.00041,20,2.953,-2.67,1.3
338,25.9,133.9,320,-32.5,2.63E-05,1.19E+01,-0.979,-1.419,0.17,1,Renewal,6,Fresh water,0.00041,20,2.953,-2.67,1.41
339,25.9,133.9,320,-32.5,2.63E-05,1.19E+01,-0.979,-1.419,0.17,1,Renewal,41,Fresh water,0.00041,20,3.6,-2.67,1.52
340,25.9,133.9,320,-32.5,2.63E-05,1.19E+01,-0.979,-1.419,0.17,1,Renewal,41,Fresh water,0.00041,20,4.333,-2.67,1.52
341,25.9,133.9,320,-32.5,2.63E-05,1.19E+01,-0.979,-1.419,0.17,1,Renewal,41,Fresh water,0.00041,20,3.6,-2.67,1.56
342,25.9,133.9,320,-32.5,2.63E-05,1.19E+01,-0.979,-1.419,0.17,1,Renewal,9,Fresh water,0.00041,20,2.953,-2.67,1.56
343,25.9,133.9,320,-32.5,2.63E-05,1.19E+01,-0.979,-1.419,0.17,1,Renewal,41,Fresh water,0.00041,20,0.57,-2.67,1.59
344,25.9,133.9,320,-32.5,2.63E-05,1.19E+01,-0.979,-1.419,0.17,1,Renewal,15,Fresh water,0.00041,20,2.953,-2.67,1.71
345,25.9,133.9,320,-32.5,2.63E-05,1.19E+01,-0.979,-1.419,0.17,1,Renewal,19,Fresh water,0.00041,20,2.953,-2.67,1.76
346,25.9,133.9,320,-32.5,2.63E-05,1.19E+01,-0.979,-1.419,0.17,1,Renewal,23,Fresh water,0.00041,20,2.953,-2.67,1.81
347,25.9,133.9,320,-32.5,2.63E-05,1.19E+01,-0.979,-1.419,0.17,1,Renewal,34,Fresh water,0.00041,20,2.953,-2.67,1.84
348,25.9,133.9,320,-32.5,2.63E-05,1.19E+01,-0.979,-1.419,0.17,1,Renewal,27,Fresh water,0.00041,20,2.953,-2.67,1.84
349,25.9,133.9,320,-32.5,2.63E-05,1.19E+01,-0.979,-1.419,0.17,1,Renewal,37,Fresh water,0.00041,20,2.953,-2.67,1.85
350,25.9,133.9,320,-32.5,2.63E-05,1.19E+01,-0.979,-1.419,0.17,1,Renewal,41,Fresh water,0.00041,20,2.953,-2.67,1.86
351,25.9,133.9,320,-32.5,2.63E-05,1.19E+01,-0.979,-1.419,0.17,1,Renewal,30,Fresh water,0.00041,20,2.953,-2.67,1.86
352,25.9,133.9,320,-32.5,2.63E-05,1.19E+01,-0.979,-1.419,0.17,1,Renewal,41,Fresh water,0.00041,20,3.6,-2.67,2.04
353,25.9,133.9,320,-32.5,2.63E-05,1.19E+01,-0.979,-1.419,0.17,1,Renewal,41,Fresh water,0.00041,20,7.005,-2.67,2.48
354,25.9,133.9,320,-32.5,2.63E-05,1.19E+01,-0.979,-1.419,0.17,1,Renewal,41,Fresh water,0.00041,20,4.333,-2.67,2.75
355,25.9,133.9,320,-32.5,2.63E-05,1.19E+01,-0.979,-1.419,0.17,1,Renewal,41,Fresh water,0.00041,20,2.23,-2.67,2.94
356,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,7,Fresh water,0.0000037,15,2.953,3.82,2.89
357,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,75,Fresh water,0.0000037,15,2.953,3.82,2.89
358,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,7,Fresh water,0.000026,15,2.953,3.82,2.94
359,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,21,Fresh water,0.0000037,15,2.953,3.82,3.04
360,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,96,Fresh water,0.0000037,15,2.953,3.82,3.08
361,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,50,Fresh water,0.0000037,15,2.953,3.82,3.15
362,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,75,Fresh water,0.000026,15,2.953,3.82,3.23
363,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,35,Fresh water,0.000026,15,2.953,3.82,3.28
364,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,35,Fresh water,0.0000037,15,2.953,3.82,3.32
365,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,96,Fresh water,0.0000171,15,2.953,3.82,3.32
366,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,50,Fresh water,0.000026,15,2.953,3.82,3.32
367,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,96,Fresh water,0.000026,15,2.953,3.82,3.32
368,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,21,Fresh water,0.000026,15,2.953,3.82,5.46
369,383.1,318,111.95,183.7,6.00E-06,2.65E-02,6.51,-2.769,1.122,14,Flow-through,7,Fresh water,0.000013,15,2.953,6.46,3.26
370,383.1,318,111.95,183.7,6.00E-06,2.65E-02,6.51,-2.769,1.122,14,Flow-through,7,Fresh water,0.0000013,15,2.953,6.46,3.34
371,383.1,318,111.95,183.7,6.00E-06,2.65E-02,6.51,-2.769,1.122,14,Flow-through,21,Fresh water,0.000013,15,2.953,6.46,3.57
372,383.1,318,111.95,183.7,6.00E-06,2.65E-02,6.51,-2.769,1.122,14,Flow-through,21,Fresh water,0.0000013,15,2.953,6.46,3.59
373,383.1,318,111.95,183.7,6.00E-06,2.65E-02,6.51,-2.769,1.122,14,Flow-through,35,Fresh water,0.000013,15,2.953,6.46,3.7
374,383.1,318,111.95,183.7,6.00E-06,2.65E-02,6.51,-2.769,1.122,14,Flow-through,50,Fresh water,0.0000013,15,2.953,6.46,3.86
375,383.1,318,111.95,183.7,6.00E-06,2.65E-02,6.51,-2.769,1.122,14,Flow-through,75,Fresh water,0.000013,15,2.953,6.46,3.91
376,383.1,318,111.95,183.7,6.00E-06,2.65E-02,6.51,-2.769,1.122,14,Flow-through,75,Fresh water,0.0000013,15,2.953,6.46,3.91
377,383.1,318,111.95,183.7,6.00E-06,2.65E-02,6.51,-2.769,1.122,14,Flow-through,50,Fresh water,0.000013,15,2.953,6.46,3.92
378,383.1,318,111.95,183.7,6.00E-06,2.65E-02,6.51,-2.769,1.122,14,Flow-through,35,Fresh water,0.0000013,15,2.953,6.46,3.94
379,383.1,318,111.95,183.7,6.00E-06,2.65E-02,6.51,-2.769,1.122,14,Flow-through,96,Fresh water,0.0000013,15,2.953,6.46,4
380,383.1,318,111.95,183.7,6.00E-06,2.65E-02,6.51,-2.769,1.122,14,Flow-through,96,Fresh water,0.000013,15,2.953,6.46,4.15
