NO,Boiling Point,Molecule Weight,Melting Point,Flash Point,Vapor pressure,Water solubility,Log Kow,Log Kaw,Half-life from model River,Carbon chain length,Exposure type,Exposure duration,Media type,Chemical concentration ,Environmental temperature,Compartment classs,Modeled logD,Measured logBCF
381,383.1,318,111.95,183.7,6.00E-06,2.65E-02,6.51,-2.769,1.122,14,Flow-through,96,Fresh water,0.00001225,15,2.953,6.46,4.91
382,307.8,223.09,81.47,137.1,1.91E-04,1.71E+00,5.05,-2.027,0.222,12,Flow-through,7,Fresh water,0.0000079,15,2.953,5.1,3.45
383,307.8,223.09,81.47,137.1,1.91E-04,1.71E+00,5.05,-2.027,0.222,12,Flow-through,21,Fresh water,0.0000079,15,2.953,5.1,3.83
384,307.8,223.09,81.47,137.1,1.91E-04,1.71E+00,5.05,-2.027,0.222,12,Flow-through,35,Fresh water,0.0000079,15,2.953,5.1,3.95
385,307.8,223.09,81.47,137.1,1.91E-04,1.71E+00,5.05,-2.027,0.222,12,Flow-through,50,Fresh water,0.0000079,15,2.953,5.1,4.04
386,307.8,223.09,81.47,137.1,1.91E-04,1.71E+00,5.05,-2.027,0.222,12,Flow-through,96,Fresh water,0.0000079,15,2.953,5.1,4.08
387,307.8,223.09,81.47,137.1,1.91E-04,1.71E+00,5.05,-2.027,0.222,12,Flow-through,75,Fresh water,0.0000079,15,2.953,5.1,4.11
388,307.8,223.09,81.47,137.1,1.91E-04,1.71E+00,5.05,-2.027,0.222,12,Flow-through,96,Fresh water,0.0000079,15,2.953,5.1,4.41
389,365.6,360.9,146.34,170.5,1.20E-05,1.90E-03,7.55,-0.989,0.09925,12,Flow-through,7,Fresh water,0.000017,15,2.953,6.72,2.79
390,365.6,360.9,146.34,170.5,1.20E-05,1.90E-03,7.55,-0.989,0.09925,12,Flow-through,21,Fresh water,0.000017,15,2.953,6.72,3.11
391,365.6,360.9,146.34,170.5,1.20E-05,1.90E-03,7.55,-0.989,0.09925,12,Flow-through,35,Fresh water,0.000017,15,2.953,6.72,3.38
392,365.6,360.9,146.34,170.5,1.20E-05,1.90E-03,7.55,-0.989,0.09925,12,Flow-through,50,Fresh water,0.000017,15,2.953,6.72,3.52
393,365.6,360.9,146.34,170.5,1.20E-05,1.90E-03,7.55,-0.989,0.09925,12,Flow-through,96,Fresh water,0.000017,15,2.953,6.72,3.68
394,365.6,360.9,146.34,170.5,1.20E-05,1.90E-03,7.55,-0.989,0.09925,12,Flow-through,75,Fresh water,0.000017,15,2.953,6.72,3.68
395,365.6,360.9,146.34,170.5,1.20E-05,1.90E-03,7.55,-0.989,0.09925,12,Flow-through,96,Fresh water,0.000017,15,2.953,6.72,4.93
396,303.5,223.09,81.47,133.7,1.38E-03,1.46E+00,5.1,-1.941,0.194,12,Flow-through,7,Fresh water,0.000015,15,2.953,5.07,3.38
397,303.5,223.09,81.47,133.7,1.38E-03,1.46E+00,5.1,-1.941,0.194,12,Flow-through,21,Fresh water,0.000015,15,2.953,5.07,3.57
398,303.5,223.09,81.47,133.7,1.38E-03,1.46E+00,5.1,-1.941,0.194,12,Flow-through,35,Fresh water,0.000015,15,2.953,5.07,3.9
399,303.5,223.09,81.47,133.7,1.38E-03,1.46E+00,5.1,-1.941,0.194,12,Flow-through,96,Fresh water,0.000015,15,2.953,5.07,3.9
400,303.5,223.09,81.47,133.7,1.38E-03,1.46E+00,5.1,-1.941,0.194,12,Flow-through,50,Fresh water,0.000015,15,2.953,5.07,4
401,303.5,223.09,81.47,133.7,1.38E-03,1.46E+00,5.1,-1.941,0.194,12,Flow-through,75,Fresh water,0.000015,15,2.953,5.07,4.11
402,303.5,223.09,81.47,133.7,1.38E-03,1.46E+00,5.1,-1.941,0.194,12,Flow-through,96,Fresh water,0.000015,15,2.953,5.07,4.53
403,344.9,292,122.32,161.9,8.45E-06,8.61E-02,6.09,-2.087,0.281,12,Flow-through,7,Fresh water,0.000012,15,2.953,5.94,3.49
404,344.9,292,122.32,161.9,8.45E-06,8.61E-02,6.09,-2.087,0.281,12,Flow-through,21,Fresh water,0.000012,15,2.953,5.94,3.8
405,344.9,292,122.32,161.9,8.45E-06,8.61E-02,6.09,-2.087,0.281,12,Flow-through,35,Fresh water,0.000012,15,2.953,5.94,4
406,344.9,292,122.32,161.9,8.45E-06,8.61E-02,6.09,-2.087,0.281,12,Flow-through,50,Fresh water,0.000012,15,2.953,5.94,4.11
407,344.9,292,122.32,161.9,8.45E-06,8.61E-02,6.09,-2.087,0.281,12,Flow-through,75,Fresh water,0.000012,15,2.953,5.94,4.26
408,344.9,292,122.32,161.9,8.45E-06,8.61E-02,6.09,-2.087,0.281,12,Flow-through,96,Fresh water,0.000012,15,2.953,5.94,4.26
409,344.9,292,122.32,161.9,8.45E-06,8.61E-02,6.09,-2.087,0.281,12,Flow-through,96,Fresh water,0.000012,15,2.953,5.94,5.3
410,317.6,257.5,100.85,216.1,4.00E-05,3.91E-01,5.55,-1.991,0.225,12,Flow-through,7,Fresh water,0.000016,15,2.953,5.5,3.43
411,317.6,257.5,100.85,216.1,4.00E-05,3.91E-01,5.55,-1.991,0.225,12,Flow-through,21,Fresh water,0.000016,15,2.953,5.5,3.81
412,317.6,257.5,100.85,216.1,4.00E-05,3.91E-01,5.55,-1.991,0.225,12,Flow-through,35,Fresh water,0.000016,15,2.953,5.5,3.97
413,317.6,257.5,100.85,216.1,4.00E-05,3.91E-01,5.55,-1.991,0.225,12,Flow-through,50,Fresh water,0.000016,15,2.953,5.5,4.08
414,317.6,257.5,100.85,216.1,4.00E-05,3.91E-01,5.55,-1.991,0.225,12,Flow-through,75,Fresh water,0.000016,15,2.953,5.5,4.23
415,317.6,257.5,100.85,216.1,4.00E-05,3.91E-01,5.55,-1.991,0.225,12,Flow-through,96,Fresh water,0.000016,15,2.953,5.5,4.23
416,317.6,257.5,100.85,216.1,4.00E-05,3.91E-01,5.55,-1.991,0.225,12,Flow-through,96,Fresh water,0.000016,15,2.953,5.5,4.91
417,371,326.4,134.6,177.8,2.52E-05,1.34E-02,6.8,-2.434,0.567,12,Flow-through,7,Fresh water,0.000015,15,2.953,6.21,3.2
418,371,326.4,134.6,177.8,2.52E-05,1.34E-02,6.8,-2.434,0.567,12,Flow-through,21,Fresh water,0.000015,15,2.953,6.21,3.54
419,371,326.4,134.6,177.8,2.52E-05,1.34E-02,6.8,-2.434,0.567,12,Flow-through,35,Fresh water,0.000015,15,2.953,6.21,3.79
420,371,326.4,134.6,177.8,2.52E-05,1.34E-02,6.8,-2.434,0.567,12,Flow-through,50,Fresh water,0.000015,15,2.953,6.21,3.93
421,371,326.4,134.6,177.8,2.52E-05,1.34E-02,6.8,-2.434,0.567,12,Flow-through,75,Fresh water,0.000015,15,2.953,6.21,4.11
422,371,326.4,134.6,177.8,2.52E-05,1.34E-02,6.8,-2.434,0.567,12,Flow-through,96,Fresh water,0.000015,15,2.953,6.21,4.15
423,371,326.4,134.6,177.8,2.52E-05,1.34E-02,6.8,-2.434,0.567,12,Flow-through,96,Fresh water,0.000015,15,2.953,6.21,5.4
424,352.8,292,122.32,167.8,8.45E-06,7.21E-02,6.18,-2.388,0.49,12,Flow-through,7,Fresh water,0.000013,15,2.953,5.91,3.36
425,352.8,292,122.32,167.8,8.45E-06,7.21E-02,6.18,-2.388,0.49,12,Flow-through,21,Fresh water,0.000013,15,2.953,5.91,3.75
426,352.8,292,122.32,167.8,8.45E-06,7.21E-02,6.18,-2.388,0.49,12,Flow-through,35,Fresh water,0.000013,15,2.953,5.91,4
427,352.8,292,122.32,167.8,8.45E-06,7.21E-02,6.18,-2.388,0.49,12,Flow-through,50,Fresh water,0.000013,15,2.953,5.91,4.11
428,352.8,292,122.32,167.8,8.45E-06,7.21E-02,6.18,-2.388,0.49,12,Flow-through,96,Fresh water,0.000013,15,2.953,5.91,4.23
429,352.8,292,122.32,167.8,8.45E-06,7.21E-02,6.18,-2.388,0.49,12,Flow-through,75,Fresh water,0.000013,15,2.953,5.91,4.23
430,352.8,292,122.32,167.8,8.45E-06,7.21E-02,6.18,-2.388,0.49,12,Flow-through,96,Fresh water,0.000013,15,2.953,5.91,4.69
431,383.1,318,111.95,183.7,6.00E-06,2.65E-02,6.51,-2.769,1.122,14,Static,33,Fresh water,0.00384,26.67,2.953,6.46,4.08
432,344.9,292,122.32,161.9,8.45E-06,8.61E-02,6.09,-2.087,0.281,12,Static,33,Fresh water,0.02065,26,2.953,5.94,4.07
433,317.6,257.5,100.85,216.1,4.00E-05,3.91E-01,5.55,-1.991,0.225,12,Static,33,Fresh water,0.03845,26,2.953,5.5,3.81
434,371,326.4,134.6,177.8,2.52E-05,1.34E-02,6.8,-2.434,0.567,12,Static,33,Fresh water,0.0434,26,2.953,6.21,4.08
435,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Static,0.0417,Fresh water,0.0004,22,2.23,6.39,4.54
436,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Static,0.0417,Fresh water,0.00087,22,3.6,6.39,4.63
437,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Static,2,Fresh water,0.00091,22,2.23,6.39,4.82
438,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Static,0.0417,Fresh water,0.00011,19,3.6,6.39,5
439,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Static,0.0417,Fresh water,0.00093,22,2.23,6.39,4.98
440,392.2,326.4,134.6,193.6,6.53E-06,1.36E-02,6.79,-1.472,0.233,12,Static,2,Fresh water,0.00098,22,3.6,6.39,5.02
441,318,223.09,81.47,145.2,5.35E-04,1.13E+00,5.23,-2.09,0.247,12,Flow-through,20,Fresh water,0.05,25,2.953,5.11,1.31
442,318,223.09,81.47,145.2,5.35E-04,1.13E+00,5.23,-2.09,0.247,12,Flow-through,20,Fresh water,0.05,25,2.953,5.11,1.38
443,318,223.09,81.47,145.2,5.35E-04,1.13E+00,5.23,-2.09,0.247,12,Flow-through,20,Fresh water,0.5,25,2.953,5.11,3.06
444,289,292,78.8,127,1.05E-02,5.77E+00,4.61,-1.63,0.117,12,Flow-through,20,Fresh water,0.05,25,2.953,4.61,0.77
445,289,292,78.8,127,1.05E-02,5.77E+00,4.61,-1.63,0.117,12,Flow-through,20,Fresh water,0.05,25,2.953,4.61,0.84
446,289,292,78.8,127,1.05E-02,5.77E+00,4.61,-1.63,0.117,12,Flow-through,20,Fresh water,0.5,25,2.953,4.61,1.73
447,289,292,78.8,127,1.05E-02,5.77E+00,4.61,-1.63,0.117,12,Flow-through,20,Fresh water,0.5,25,2.953,4.61,1.73
448,380.7,292,122.32,188.4,1.64E-05,2.98E-02,6.63,-3.415,4.507,12,Flow-through,20,Fresh water,0.0005,25,2.953,5.95,0.04
449,380.7,292,122.32,188.4,1.64E-05,2.98E-02,6.63,-3.415,4.507,12,Flow-through,20,Fresh water,0.0005,25,2.953,5.95,0.48
450,380.7,292,122.32,188.4,1.64E-05,2.98E-02,6.63,-3.415,4.507,12,Flow-through,20,Fresh water,0.005,25,2.953,5.95,1.05
451,380.7,292,122.32,188.4,1.64E-05,2.98E-02,6.63,-3.415,4.507,12,Flow-through,20,Fresh water,0.005,25,2.953,5.95,1.24
452,380.7,292,122.32,188.4,1.64E-05,2.98E-02,6.63,-3.415,4.507,12,Flow-through,20,Fresh water,0.05,25,2.953,5.95,1.82
453,380.7,292,122.32,188.4,1.64E-05,2.98E-02,6.63,-3.415,4.507,12,Flow-through,20,Fresh water,0.25,25,2.953,5.95,1.91
454,382.9,292,122.32,190,8.45E-06,3.16E-02,6.6,-2.292,0.26,12,Flow-through,20,Fresh water,0.00005,25,2.953,5.99,-0.34
455,382.9,292,122.32,190,8.45E-06,3.16E-02,6.6,-2.292,0.26,12,Flow-through,20,Fresh water,0.00005,25,2.953,5.99,-0.24
456,382.9,292,122.32,190,8.45E-06,3.16E-02,6.6,-2.292,0.26,12,Flow-through,20,Fresh water,0.005,25,2.953,5.99,1.02
457,382.9,292,122.32,190,8.45E-06,3.16E-02,6.6,-2.292,0.26,12,Flow-through,20,Fresh water,0.005,25,2.953,5.99,1.05
458,382.9,292,122.32,190,8.45E-06,3.16E-02,6.6,-2.292,0.26,12,Flow-through,20,Fresh water,0.05,25,2.953,5.99,1.88
459,382.9,292,122.32,190,8.45E-06,3.16E-02,6.6,-2.292,0.26,12,Flow-through,20,Fresh water,0.25,25,2.953,5.99,1.89
460,345.1,292,122.32,162.1,8.45E-06,5.32E-02,6.34,-2.036,0.258,12,Flow-through,20,Fresh water,0.0005,25,2.953,6.04,-0.59
461,345.1,292,122.32,162.1,8.45E-06,5.32E-02,6.34,-2.036,0.258,12,Flow-through,20,Fresh water,0.0005,25,2.953,6.04,-0.46
462,345.1,292,122.32,162.1,8.45E-06,5.32E-02,6.34,-2.036,0.258,12,Flow-through,20,Fresh water,0.005,25,2.953,6.04,0.51
463,345.1,292,122.32,162.1,8.45E-06,5.32E-02,6.34,-2.036,0.258,12,Flow-through,20,Fresh water,0.005,25,2.953,6.04,0.54
464,345.1,292,122.32,162.1,8.45E-06,5.32E-02,6.34,-2.036,0.258,12,Flow-through,20,Fresh water,0.05,25,2.953,6.04,2.32
465,345.1,292,122.32,162.1,8.45E-06,5.32E-02,6.34,-2.036,0.258,12,Flow-through,20,Fresh water,0.25,25,2.953,6.04,2.53
466,352.8,292,122.32,167.8,8.45E-06,7.21E-02,6.18,-2.388,0.49,12,Flow-through,20,Fresh water,0.0005,25,2.953,5.91,-0.34
467,352.8,292,122.32,167.8,8.45E-06,7.21E-02,6.18,-2.388,0.49,12,Flow-through,20,Fresh water,0.0005,25,2.953,5.91,-0.28
468,352.8,292,122.32,167.8,8.45E-06,7.21E-02,6.18,-2.388,0.49,12,Flow-through,20,Fresh water,0.005,25,2.953,5.91,0.57
469,352.8,292,122.32,167.8,8.45E-06,7.21E-02,6.18,-2.388,0.49,12,Flow-through,20,Fresh water,0.005,25,2.953,5.91,0.61
470,352.8,292,122.32,167.8,8.45E-06,7.21E-02,6.18,-2.388,0.49,12,Flow-through,20,Fresh water,0.05,25,2.953,5.91,2.12
471,352.8,292,122.32,167.8,8.45E-06,7.21E-02,6.18,-2.388,0.49,12,Flow-through,20,Fresh water,0.25,25,2.953,5.91,2.27
472,352.8,292,122.32,167.8,8.45E-06,7.21E-02,6.18,-2.388,0.49,12,Flow-through,20,Fresh water,0.25,25,2.953,5.91,2.49
473,416.2,354.5,123.21,203.9,7.47E-06,7.31E-03,6.91,-3.468,5.601,14,Lentic,40,Fresh water,0.005,18,2.953,6.22,5.5
474,416.2,354.5,123.21,203.9,7.47E-06,7.31E-03,6.91,-3.468,5.601,14,Lentic,40,Fresh water,0.015,18,2.953,6.22,5.56
475,416.2,354.5,123.21,203.9,7.47E-06,7.31E-03,6.91,-3.468,5.601,14,Flow-through,4,Fresh water,0.0000205,10,2.953,6.22,4.53
476,416.2,354.5,123.21,203.9,7.47E-06,7.31E-03,6.91,-3.468,5.601,14,Flow-through,4,Fresh water,0.0000193,10,2.953,6.22,4.54
477,416.2,354.5,123.21,203.9,7.47E-06,7.31E-03,6.91,-3.468,5.601,14,Flow-through,4,Fresh water,0.0000205,10,2.953,6.22,4.59
478,416.2,354.5,123.21,203.9,7.47E-06,7.31E-03,6.91,-3.468,5.601,14,Flow-through,4,Fresh water,0.0000193,10,2.953,6.22,4.61
479,416.2,354.5,123.21,203.9,7.47E-06,7.31E-03,6.91,-3.468,5.601,14,Flow-through,4,Fresh water,0.0000631,10,2.953,6.22,4.71
480,416.2,354.5,123.21,203.9,7.47E-06,7.31E-03,6.91,-3.468,5.601,14,Flow-through,4,Fresh water,0.000064,10,2.953,6.22,4.78
481,416.2,354.5,123.21,203.9,7.47E-06,7.31E-03,6.91,-3.468,5.601,14,Flow-through,4,Fresh water,0.0000631,10,2.953,6.22,4.81
482,416.2,354.5,123.21,203.9,7.47E-06,7.31E-03,6.91,-3.468,5.601,14,Flow-through,4,Fresh water,0.0000497,10,2.953,6.22,4.91
483,416.2,354.5,123.21,203.9,7.47E-06,7.31E-03,6.91,-3.468,5.601,14,Flow-through,4,Fresh water,0.0000497,10,2.953,6.22,4.94
484,416.2,354.5,123.21,203.9,7.47E-06,7.31E-03,6.91,-3.468,5.601,14,Flow-through,4,Fresh water,0.0000638,10,2.953,6.22,4.96
485,416.2,354.5,123.21,203.9,7.47E-06,7.31E-03,6.91,-3.468,5.601,14,Flow-through,4,Fresh water,0.0000638,10,2.953,6.22,4.99
486,409.6,354.5,123.21,199,1.35E-06,9.17E-03,6.79,-3.519,6.279,14,Food,24,Salt water,1,20,2.953,6.22,2.11
487,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Flow-through,1,Salt water,0.03,16,2.953,3.37,2.39
488,221.5,128.17,5.01,78.9,4.04E-02,1.42E+02,3.3,-1.745,0.111,10,Flow-through,1,Fresh water,0.03,16,2.953,3.37,2.45
489,77.3,53.06,-72.38,0,1.09E+02,4.53E+04,0.25,-2.249,0.16,3,Static,1,Fresh water,0.0053,12,3.367,0.46,0.54
490,495,252.3,133.41,228.6,2.44E-06,1.74E-01,5.99,-1.833,0.175,20,Flow-through,3,Fresh water,0.86,16,2.953,6.32,0.51
491,495,252.3,133.41,228.6,2.44E-06,1.74E-01,5.99,-1.833,0.175,20,Flow-through,1,Fresh water,0.86,16,2.953,6.32,0.57
492,525.9,443.7,192.84,271.9,3.75E-12,5.73E-06,8.6,-4.112,27.28,12,Flow-through,32,Fresh water,0.0000785,24.2,2.953,8.14,3.48
493,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,3.27,Fresh water,0.034,22,2.953,4.67,0.04
494,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,3.27,Fresh water,0.034,22,2.953,4.67,0.23
495,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,3.27,Fresh water,0.034,22,2.953,4.67,0.94
496,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,3.27,Fresh water,0.034,22,2.953,4.67,0.97
497,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,3.27,Fresh water,0.034,22,2.953,4.67,1.09
498,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,3.27,Fresh water,0.034,22,2.953,4.67,1.28
499,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,3.27,Fresh water,0.06,22,2.953,4.67,1.41
500,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,3.27,Fresh water,0.06,22,2.953,4.67,1.58
501,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,3.27,Fresh water,0.06,22,2.953,4.67,1.65
502,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,3.27,Fresh water,0.06,22,2.953,4.67,2.24
503,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,3.27,Fresh water,0.06,22,2.953,4.67,2.29
504,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,3.27,Fresh water,0.06,22,2.953,4.67,2.41
505,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,3.27,Fresh water,0.06,22,2.953,4.67,2.59
506,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,3.27,Fresh water,0.06,22,2.953,4.67,2.65
507,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,3.27,Fresh water,0.06,22,2.953,4.67,2.84
508,409.2,326.4,134.6,206.1,2.22E-06,9.39E-03,6.98,-2.423,0.309,12,Flow-through,4,Fresh water,0.1717,24,2.953,6.41,2.94
509,409.2,326.4,134.6,206.1,2.22E-06,9.39E-03,6.98,-2.423,0.309,12,Flow-through,4,Fresh water,0.1432,24,2.953,6.41,2.94
510,436.7,228.3,357,209.1,2.49E-09,2.91E-02,5.76,-3.689,20.89,18,Static,14,Fresh water,0.0087,20.5,2.953,5.95,2.41
511,384.9,390.6,-55,207,1.42E-07,9.96E-02,7.53,-3.57,2.75,24,Static,4,Salt water,0.00006,10,2.953,7.91,1.65
512,384.9,390.6,-55,207,1.42E-07,9.96E-02,7.53,-3.57,2.75,24,Static,4,Salt water,0.00006,16,2.953,7.91,2.12
513,384.9,390.6,-55,207,1.42E-07,9.96E-02,7.53,-3.57,2.75,24,Static,4,Salt water,0.00006,23,2.953,7.91,2.8
514,384.9,390.6,-55,207,1.42E-07,9.96E-02,7.53,-3.57,2.75,24,Static,4,Salt water,0.00006,29,2.953,7.91,2.98
515,384.9,390.6,-55,207,1.42E-07,9.96E-02,7.53,-3.57,2.75,24,Static,4,Salt water,0.00006,35,2.953,7.91,3.81
516,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,17,Fresh water,0.00296,22,4.333,4.67,1.46
517,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,7,Fresh water,0.02311,22,2.953,4.67,1.96
518,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,7,Fresh water,0.20808,22,2.953,4.67,1.98
519,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,7,Fresh water,0.00262,22,2.953,4.67,2.13
520,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,21,Fresh water,0.00296,22,2.953,4.67,2.15
521,408.3,312.4,61.05,198.3,8.25E-06,9.49E-01,4.73,-4.288,34.29,19,Flow-through,17,Fresh water,0.00296,22,2.953,4.67,2.27
522,375,202.25,119.9,168.4,6.08E-05,1.30E-01,5.16,-3.441,3.976,16,Renewal,1,Fresh water,0.0194,23.7,2.953,5.12,3.96
523,25.9,133.9,320,-32.5,2.63E-05,1.19E+01,-0.979,-1.419,0.17,1,Renewal,41,Fresh water,30,18,2.953,-2.67,2.03
524,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Food,32,Fresh water,0.00515,20,2.953,6.71,0.05
525,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Food,32,Fresh water,0.0509,20,2.953,6.71,0.06
526,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Food,32,Fresh water,0.0515,20,2.953,6.71,0.11
527,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Food,32,Fresh water,0.00537,20,2.953,6.71,0.21
528,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Food,32,Fresh water,0.0515,20,2.953,6.71,0.4
529,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Food,32,Fresh water,0.0509,20,2.953,6.71,0.18
530,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Food,32,Fresh water,0.00515,20,2.953,6.71,0.2
531,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Food,32,Fresh water,0.0515,20,2.953,6.71,0.28
532,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Food,32,Fresh water,0.00537,20,2.953,6.71,0.3
533,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Food,32,Fresh water,0.00515,20,2.953,6.71,0.38
534,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Food,32,Fresh water,0.0509,20,2.953,6.71,0.45
535,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Food,32,Fresh water,0.0509,20,2.953,6.71,0.51
536,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Food,32,Fresh water,0.00537,20,2.953,6.71,0.58
537,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Food,32,Fresh water,0.0509,20,2.953,6.71,0.62
538,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Food,32,Fresh water,0.0515,20,2.953,6.71,0.63
539,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Food,32,Fresh water,0.0515,20,2.953,6.71,0.88
540,396.2,360.9,146.34,193.2,3.43E-06,1.28E-03,7.75,-3.027,2.096,12,Food,32,Fresh water,0.0515,20,2.953,6.71,0.91
541,288,290.8,112.5,157.5,3.52E-05,4.04E+00,4.14,-4.756,8.166,6,Flow-through,14,Fresh water,0.0125,20,2.953,3.82,3.1
542,457.2,296.4,171.12,211.2,1.95E-09,1.16E+02,3.67,-9.489,5.29E+06,20,Flow-through,192,Fresh water,0.00000076,23.9,2.953,3.87,2.7
543,457.2,296.4,171.12,211.2,1.95E-09,1.16E+02,3.67,-9.489,5.29E+06,20,Flow-through,239,Fresh water,0.000012,23.9,2.953,3.87,2.79
544,457.2,296.4,171.12,211.2,1.95E-09,1.16E+02,3.67,-9.489,5.29E+06,20,Flow-through,153,Fresh water,0.000047,23.9,2.953,3.87,2.82
545,457.2,296.4,171.12,211.2,1.95E-09,1.16E+02,3.67,-9.489,5.29E+06,20,Flow-through,192,Fresh water,0.00000016,23.9,2.953,3.87,3.38
546,337,278.34,6.04,171.1,2.01E-05,2.35E+00,4.5,-4.131,22.56,16,Flow-through,156,Fresh water,0.062,13.2,3.367,4.68,-4
547,337,278.34,6.04,171.1,2.01E-05,2.35E+00,4.5,-4.131,22.56,16,Flow-through,233,Fresh water,0.11,13.2,4.333,4.68,-4
548,337,278.34,6.04,171.1,2.01E-05,2.35E+00,4.5,-4.131,22.56,16,Flow-through,156,Fresh water,0.02,13.2,3.367,4.68,-4
549,337,278.34,6.04,171.1,2.01E-05,2.35E+00,4.5,-4.131,22.56,16,Flow-through,156,Fresh water,0.121,13.2,3.367,4.68,-4
550,337,278.34,6.04,171.1,2.01E-05,2.35E+00,4.5,-4.131,22.56,16,Flow-through,156,Fresh water,0.121,13.2,4.333,4.68,-4
551,337,278.34,6.04,171.1,2.01E-05,2.35E+00,4.5,-4.131,22.56,16,Flow-through,156,Fresh water,0.008,13.2,4.333,4.68,-4
552,337,278.34,6.04,171.1,2.01E-05,2.35E+00,4.5,-4.131,22.56,16,Flow-through,233,Fresh water,0.026,13.2,4.333,4.68,-4
553,337,278.34,6.04,171.1,2.01E-05,2.35E+00,4.5,-4.131,22.56,16,Flow-through,156,Fresh water,0.02,13.2,4.333,4.68,-4
554,337,278.34,6.04,171.1,2.01E-05,2.35E+00,4.5,-4.131,22.56,16,Flow-through,156,Fresh water,0.014,13.2,4.333,4.68,-4
555,337,278.34,6.04,171.1,2.01E-05,2.35E+00,4.5,-4.131,22.56,16,Flow-through,156,Fresh water,0.014,13.2,4.333,4.68,-4
556,337,278.34,6.04,171.1,2.01E-05,2.35E+00,4.5,-4.131,22.56,16,Flow-through,233,Fresh water,0.66,13.2,4.333,4.68,-4
